premise,hypothesis,label,label_id
ارداویراف‌نامه، بر رساله الغفران اثر ابوالعلاء معری و به ویژه بر کمدی الهی از دانته، تأثیر داشته‌است. موضوع اصلی اینگونه معراج‌نامه‌ها، سفر عرفانی است و مسافران در واقع شارحان روح و روان خویش‌اند، ارداویراف موبد زرتشتی و  ابن قارح  شاعر عرب که از طرف ابوالعلاء معری راهی این سفر می‌شود هم، از این قاعده مستثنی نیستند. اما کتاب  سیر العباد الی المعاد  سنایی بیشتر متأثر از کتیبه کرتیر و کشف و شهود گشتاسپ است پس از آنکه به آیین زرتشت درآمد.,کتاب  ارداویراف‌نامه  بر کتاب  کمدی الهی  تاثیرگذار بوده است.,e,1
ارداویراف‌نامه، بر رساله الغفران اثر ابوالعلاء معری و به ویژه بر کمدی الهی از دانته، تأثیر داشته‌است. موضوع اصلی اینگونه معراج‌نامه‌ها، سفر عرفانی است و مسافران در واقع شارحان روح و روان خویش‌اند، ارداویراف موبد زرتشتی و  ابن قارح  شاعر عرب که از طرف ابوالعلاء معری راهی این سفر می‌شود هم، از این قاعده مستثنی نیستند. اما کتاب  سیر العباد الی المعاد  سنایی بیشتر متأثر از کتیبه کرتیر و کشف و شهود گشتاسپ است پس از آنکه به آیین زرتشت درآمد., ارداویراف‌نامه  بر کتاب   سیر العباد الی المعاد  تاثیر داشته است.,c,0
ارداویراف‌نامه، بر رساله الغفران اثر ابوالعلاء معری و به ویژه بر کمدی الهی از دانته، تأثیر داشته‌است. موضوع اصلی اینگونه معراج‌نامه‌ها، سفر عرفانی است و مسافران در واقع شارحان روح و روان خویش‌اند، ارداویراف موبد زرتشتی و  ابن قارح  شاعر عرب که از طرف ابوالعلاء معری راهی این سفر می‌شود هم، از این قاعده مستثنی نیستند. اما کتاب  سیر العباد الی المعاد  سنایی بیشتر متأثر از کتیبه کرتیر و کشف و شهود گشتاسپ است پس از آنکه به آیین زرتشت درآمد.,ارداویراف‌نامه ظاهرأ در قرن سوم هجری به رشته تحریر درآمده‌است.,n,2
مسلمه بن احمد مجریطی اولین دانشمند ریاضی دان و نجوم شناس اندلسی است. یکی از کتاب های وی در زمینه مثلثات، به نام  مسائل من حساب المثلثات الکروی  است که پایه علم مثلثات و جبر قرار گرفت.,کتاب  مسائل من حساب المثلثات الکروی  که پایه علم مثلثات و جبر قرار گرفت، از مسلمه بن احمد مجریطی است.,e,1
مسلمه بن احمد مجریطی اولین دانشمند ریاضی دان و نجوم شناس اندلسی است. یکی از کتاب های وی در زمینه مثلثات، به نام  مسائل من حساب المثلثات الکروی  است که پایه علم مثلثات و جبر قرار گرفت.,کتاب  مسائل من حساب المثلثات الکروی  از خوارزمی، کتابی است که به عنوان پایه علم مثلثات شناخته می شود.,c,0
مسلمه بن احمد مجریطی اولین دانشمند ریاضی دان و نجوم شناس اندلسی است. یکی از کتاب های وی در زمینه مثلثات، به نام  مسائل من حساب المثلثات الکروی  است که پایه علم مثلثات و جبر قرار گرفت.,مسلمه بن احمد مجریطی نخستین ریاضی دان اندلسی است که آثار بیشماری از او به لاتین ترجمه شده است.,n,2
ابومنصور محمد بن عبدالرزاق حاکم توس بود. که به دستور او، وزیرش ابو منصور معمری داستان‌ها و افسانه‌های باستانی ایران را طی سال‌های  چهل و پنج  تا  سیصد و سی و نه  هجری قمری جمع‌آوری کرده و تحت عنوان شاهنامه ابومنصوری تدوین کردند که بعدها تبدیل به منبع اصلی فردوسی برای سرودن شاهنامه شد.,کتاب  شاهنامه ابومنصوری  به دستور  ابومنصور محمد بن عبدالرزاق  نوشته شد.,e,1
ابومنصور محمد بن عبدالرزاق حاکم توس بود. که به دستور او، وزیرش ابو منصور معمری داستان‌ها و افسانه‌های باستانی ایران را طی سال‌های  چهل و پنج  تا  سیصد و سی و نه  هجری قمری جمع‌آوری کرده و تحت عنوان شاهنامه ابومنصوری تدوین کردند که بعدها تبدیل به منبع اصلی فردوسی برای سرودن شاهنامه شد., شاهوی خورشید پسر بهرام  دستور نگارش کتاب  شاهنامه ابومنصوری  را صادر کرد.,c,0
ابومنصور محمد بن عبدالرزاق حاکم توس بود. که به دستور او، وزیرش ابو منصور معمری داستان‌ها و افسانه‌های باستانی ایران را طی سال‌های  چهل و پنج  تا  سیصد و سی و نه  هجری قمری جمع‌آوری کرده و تحت عنوان شاهنامه ابومنصوری تدوین کردند که بعدها تبدیل به منبع اصلی فردوسی برای سرودن شاهنامه شد.,  شاهنامه ابومنصوری  از جمله گرامی‌ترین میراث‌های ادبی زبان فارسی به‌شمار می‌رود.,n,2
قیصرنامه منظومه‌ای حماسی است که در سال  هزار و دویست و نود و دو  قمری توسط ادیب پیشاوری سروده شد. این منظومه شامل بیش از چهارده‌هزار بیت در قالب مثنوی می‌باشد.,مثنوی  قیصرنامه  از آثار  ادیب پیشاوری  می باشد.,e,1
قیصرنامه منظومه‌ای حماسی است که در سال  هزار و دویست و نود و دو  قمری توسط ادیب پیشاوری سروده شد. این منظومه شامل بیش از چهارده‌هزار بیت در قالب مثنوی می‌باشد., ملاهادی سبزواری ، مثنوی  قیصرنامه  را سروده است. ,c,0
قیصرنامه منظومه‌ای حماسی است که در سال  هزار و دویست و نود و دو  قمری توسط ادیب پیشاوری سروده شد. این منظومه شامل بیش از چهارده‌هزار بیت در قالب مثنوی می‌باشد.,ادیب پیشاوری از پیروان طریقت صوفیه سهروردیه بود.,n,2
خلیل‌الله خلیلی مشهور به استاد خلیلی، شاعر فارسی‌گوی معاصر افغان است.جدای مناصب اجرایی، موقعیتی بود که خلیلی در عالم ادب کسب کرد و به‌زودی نامدارترین شاعر افغانستان بدل گشت.,مشهورترین شاعر افغانستان،  خلیل‌الله خلیلی  است.,e,1
خلیل‌الله خلیلی مشهور به استاد خلیلی، شاعر فارسی‌گوی معاصر افغان است.جدای مناصب اجرایی، موقعیتی بود که خلیلی در عالم ادب کسب کرد و به‌زودی نامدارترین شاعر افغانستان بدل گشت., محمدکاظم کاظمی ، معروفترین شاعر افغانستان می باشد.,c,0
